created_at,id,id_str,Text,Label
Tue Nov 27 14:11:29 +0000 2018,1.07E+18,1.07E+18,today giving tuesday  help us help displaced animals california fires,help_donation_recovery
Sat Nov 10 19:41:41 +0000 2018,1.06E+18,1.06E+18,wildfire relief fund  california community foundation,help_donation_recovery
Tue Nov 13 13:16:27 +0000 2018,1.06E+18,1.06E+18,dozen coroner search recovery teams looked remains northern california wildfire killed least,help_donation_recovery
Thu Nov 15 00:12:28 +0000 2018,1.06E+18,1.06E+18,convoy hope  everything distributed much quicker donations red cross,help_donation_recovery
Tue Nov 20 14:50:16 +0000 2018,1.06E+18,1.06E+18,volunteers care abandoned pets found california wildfires,help_donation_recovery
Tue Nov 20 21:21:39 +0000 2018,1.06E+18,1.06E+18,next tuesday would like use event opportunity help affected recent fires california use advance ,help_donation_recovery
Tue Nov 20 23:18:36 +0000 2018,1.07E+18,1.07E+18,far northern regional center seeking help camp fire responsible devastating loss clients families regional center staff service provider staff far northern regional center,help_donation_recovery
Wed Nov 21 12:26:54 +0000 2018,1.07E+18,1.07E+18, quaker fund california fire victims please make checks to chico friends meeting memo line fire fund mail to c,help_donation_recovery
Wed Nov 21 14:07:04 +0000 2018,1.07E+18,1.07E+18, kim presented checks kanye yeezy adidas  california fire foundation  cali,help_donation_recovery
Wed Nov 21 15:30:42 +0000 2018,1.07E+18,1.07E+18, heres check help update list missing californias camp fire,help_donation_recovery
Wed Nov 21 16:42:59 +0000 2018,1.07E+18,1.07E+18,retweet support victims camp fire buttecounty retweetgood retweetgood retweetgood campfireparadise campfire buttestrong,help_donation_recovery
Wed Nov 21 17:23:34 +0000 2018,1.07E+18,1.07E+18, shirt designed friend brewers owner mark attanasios son mike working alongside ryan braun mike mou,help_donation_recovery
Wed Nov 21 23:19:04 +0000 2018,1.07E+18,1.07E+18, donate m help camp fire relief,help_donation_recovery
Wed Nov 21 23:48:51 +0000 2018,1.07E+18,1.07E+18,great american having grown gone college northern california aaron rodgers giving back area million donation help affected devastating camp fire upon hearing donation,help_donation_recovery
Thu Nov 22 01:27:30 +0000 2018,1.07E+18,1.07E+18, offering deadline extensions fee waivers high school seniors impacted recent wil,help_donation_recovery
Thu Nov 22 17:57:19 +0000 2018,1.07E+18,1.07E+18, check new california bundle were donating sales southern california disaster relief fund supp,help_donation_recovery
Fri Nov 23 00:14:08 +0000 2018,1.07E+18,1.07E+18,correctionretweetgood state farm donates  per retweet million survivors california fires,help_donation_recovery
Fri Nov 23 15:20:07 +0000 2018,1.07E+18,1.07E+18,kjlh entertainment kanye west donates  california wildfire relief,help_donation_recovery
Fri Nov 23 18:01:01 +0000 2018,1.07E+18,1.07E+18, new video now one tackle verizon firefighters theyre fighting california wildfires h,help_donation_recovery
Mon Nov 26 19:31:35 +0000 2018,1.07E+18,1.07E+18, campfire totally contained thanks  firefighters worked around clock much needed rain w,help_donation_recovery
Sat Nov 10 13:53:25 +0000 2018,1.06E+18,1.06E+18, shelters small large animals circulated campfire woolseyfire hillfire buttecount,help_donation_recovery
Sat Nov 10 15:19:16 +0000 2018,1.06E+18,1.06E+18,since wh help firefighters us join donating spare keep safe protecting otherrelevantinformations,help_donation_recovery
Sat Nov 10 20:52:41 +0000 2018,1.06E+18,1.06E+18,look good work twitter helping families beloved pets displaced wildfires california worthy story network,help_donation_recovery
Tue Nov 20 14:53:08 +0000 2018,1.06E+18,1.06E+18, i helping family friend look road closures online st helens resident michelle moseley explained cell ph,help_donation_recovery
Wed Nov 21 16:17:41 +0000 2018,1.07E+18,1.07E+18, incredible work done local volunteers camp fire northern california volunteers deb e,help_donation_recovery
Wed Nov 21 16:51:05 +0000 2018,1.07E+18,1.07E+18, campfire please sharethe first baptist church gridley offering free showers laundry facilities camp fire evacuee,help_donation_recovery
Thu Nov 22 00:29:04 +0000 2018,1.07E+18,1.07E+18,retweet post donate  help california fires,help_donation_recovery
Fri Nov 23 01:27:11 +0000 2018,1.07E+18,1.07E+18,bout go first bahaaaaa yep thats thought me  red cross  california wild fire relief,help_donation_recovery
Fri Nov 23 17:29:15 +0000 2018,1.07E+18,1.07E+18,father daughter drive denver california thanksgiving help wildfire victims via,help_donation_recovery
Fri Nov 23 17:48:25 +0000 2018,1.07E+18,1.07E+18,stunning dogs rescued california wildfires via,help_donation_recovery
Sat Nov 24 06:55:46 +0000 2018,1.07E+18,1.07E+18, fieldhaven feline new campfire rescues today  friday  cats emergency camp fire shel,help_donation_recovery
Mon Nov 26 19:44:16 +0000 2018,1.07E+18,1.07E+18,money collected shake off party donated north valley community foundations relief fund today thank everyone coming party donating please continue support the,help_donation_recovery
Mon Nov 12 22:26:28 +0000 2018,1.06E+18,1.06E+18, california wildfires animal rescue heroes come aid flames forgotten victims animal lovers across california,help_donation_recovery
Mon Nov 12 22:54:10 +0000 2018,1.06E+18,1.06E+18, i live golden rule  treat people way want treated thats one slo family told drop,help_donation_recovery
Mon Nov 12 22:54:12 +0000 2018,1.06E+18,1.06E+18,team firefighters heading california week theyre part greater group texas firefighters deploying help fight deadly wildfires safe work hard well see two weeks,help_donation_recovery
Wed Nov 14 07:37:53 +0000 2018,1.06E+18,1.06E+18, two california army national guards new mmodel uh black hawk helicopters head socal norcal nov ,help_donation_recovery
Sun Nov 18 21:23:02 +0000 2018,1.06E+18,1.06E+18,,help_donation_recovery
Mon Nov 19 01:27:53 +0000 2018,1.06E+18,1.06E+18,fundraising email california fires kamala harris directs users group builds donor lists dem campaigns via,help_donation_recovery
Mon Nov 19 13:01:21 +0000 2018,1.06E+18,1.06E+18,kyckn positive vibes aj canadian couple spending vacation helping victims california wildfires airbnb burned ground,help_donation_recovery
Tue Nov 20 01:00:04 +0000 2018,1.06E+18,1.06E+18, top cow humble bundle team raise money california wildfire victims otherrelevantinformation charities via,help_donation_recovery
Tue Nov 20 21:45:37 +0000 2018,1.07E+18,1.07E+18,anotherrelevantinformation inspirational rescue story california fires,help_donation_recovery
Wed Nov 21 14:35:37 +0000 2018,1.07E+18,1.07E+18, ihss caregivers indispensable asset communities please consider donating relief fund help impact,help_donation_recovery
Wed Nov 21 16:00:53 +0000 2018,1.07E+18,1.07E+18, firefighters spent  fighting californias wildfires still four half months fiscal ye,help_donation_recovery
Wed Nov 21 18:00:11 +0000 2018,1.07E+18,1.07E+18,pajama sock drive fire victims studio twist sola salon studios pleasanton collecting new pajamas socks slippers donated victims deadly camp fire butte county,help_donation_recovery
Thu Nov 22 20:32:01 +0000 2018,1.07E+18,1.07E+18,thank sketch pokemon someone donated charity campaign hosting victims campfireparadise collecting donations  donate id love draw say thank you charity fundraising,help_donation_recovery
Fri Nov 23 15:18:54 +0000 2018,1.07E+18,1.07E+18, blew up donate north valley animal disaster group here taking animals displaced injured,help_donation_recovery
Sat Nov 24 19:51:18 +0000 2018,1.07E+18,1.07E+18, proud part charity movement sierra nevada brewing put togetherthey raising mo,help_donation_recovery
Wed Nov 28 12:58:17 +0000 2018,1.07E+18,1.07E+18, im grateful ohana came lobbies today make toys local children need holidays gratef,help_donation_recovery
Sat Nov 10 14:03:37 +0000 2018,1.06E+18,1.06E+18, good evening guys sunny florida prayers everyone dealing wildfires,help_donation_recovery
Mon Nov 12 22:39:13 +0000 2018,1.06E+18,1.06E+18, enloe medical center located chico site multiple evacuation centers camp fire ac,help_donation_recovery
Mon Nov 12 23:05:27 +0000 2018,1.06E+18,1.06E+18,thanks helping fleeing fires southern california seeking shelter hit up woolseyfire,help_donation_recovery
Thu Nov 15 20:59:54 +0000 2018,1.06E+18,1.06E+18,hey dave hear airbnb housing victims campfire  link red cross recommend help people camp fire housing,help_donation_recovery
Mon Nov 19 00:30:32 +0000 2018,1.06E+18,1.06E+18,cant take tons need help fires california,help_donation_recovery
Mon Nov 19 15:37:09 +0000 2018,1.06E+18,1.06E+18,means donate help paradise area camp fire victims otherrelevantinformationwise legend earth suplex you break neck make humble,help_donation_recovery
Wed Nov 21 17:23:25 +0000 2018,1.07E+18,1.07E+18,packers qb rodgers donate  million california fire relief efforts,help_donation_recovery
Wed Nov 21 17:38:10 +0000 2018,1.07E+18,1.07E+18, aaron rodgers donating  million california wildfire relief,help_donation_recovery
Wed Nov 21 22:05:41 +0000 2018,1.07E+18,1.07E+18, looking somewhere help affected california wildfires start here htt,help_donation_recovery
Thu Nov 22 18:39:16 +0000 2018,1.07E+18,1.07E+18, today thankful californians coming together support families affected wildfires inspiring,help_donation_recovery
Fri Nov 23 04:46:44 +0000 2018,1.07E+18,1.07E+18, houston texas montgomery county firefighters return california wild fires they came harvey ca,help_donation_recovery
Fri Nov 23 20:38:22 +0000 2018,1.07E+18,1.07E+18, pay want deaths door aftermath soundtrack ill donate half everything california wildfir,help_donation_recovery
Sat Nov 10 20:47:38 +0000 2018,1.06E+18,1.06E+18, mechanics auto body volunteers work damaged vehicles cal trans facility chico california fire perso,help_donation_recovery
Thu Nov 15 17:23:48 +0000 2018,1.06E+18,1.06E+18,hey guys help us earn money wildfire relief california donating proceeds todays show  join us streaming pst hope join us,help_donation_recovery
Mon Nov 19 17:22:50 +0000 2018,1.06E+18,1.06E+18, disaster recovery center camp fire disaster recovery center formerly local assistance center located chico,help_donation_recovery
Tue Nov 20 01:02:21 +0000 2018,1.06E+18,1.06E+18, fundraiser time scratch  dent sale last time raised  humane society time  proceeds go,help_donation_recovery
Tue Nov 20 03:07:43 +0000 2018,1.06E+18,1.06E+18,text red cross donate  california wildfire relief help rebuild mansions millionaires still significantly money,help_donation_recovery
Tue Nov 20 18:14:43 +0000 2018,1.06E+18,1.06E+18,sandra bullock helps care animals affected california wildfires,help_donation_recovery
Wed Nov 21 07:21:47 +0000 2018,1.07E+18,1.07E+18, friday  pm  leftover teaming special edition annual,help_donation_recovery
Thu Nov 22 16:38:44 +0000 2018,1.07E+18,1.07E+18, latest explores amazing mutual aid efforts around mask distribution undertaken groups like,help_donation_recovery
Fri Nov 23 17:01:00 +0000 2018,1.07E+18,1.07E+18, uc davis veterinary medical teaching hospital hosting menagerie farm animals rescued devasting,help_donation_recovery
Wed Nov 28 13:31:42 +0000 2018,1.07E+18,1.07E+18, givingtuesday ends please consider gift help educators students lost homes california,help_donation_recovery
Sat Nov 10 08:54:12 +0000 2018,1.06E+18,1.06E+18, tesla help people california wildfire please let us know model x hospital grade hepa filters maybe help,help_donation_recovery
Thu Nov 15 00:12:13 +0000 2018,1.06E+18,1.06E+18,dr regina godbout deputy chief staff several otherrelevantinformation va norcal personnel traveled chico wednesday provide support chico va clinic va assets personnel deployed camp fire evacuation shelters,help_donation_recovery
Fri Nov 16 16:51:05 +0000 2018,1.06E+18,1.06E+18,overwhelming task shouldered search rescue teams much attempt challenged accomplish,help_donation_recovery
Mon Nov 19 07:26:34 +0000 2018,1.06E+18,1.06E+18, news story little ones bake sale held raise money families affected,help_donation_recovery
Tue Nov 20 15:22:47 +0000 2018,1.06E+18,1.06E+18, sacramento breweries create new ipa camp fire relief fund,help_donation_recovery
Wed Nov 21 19:38:55 +0000 2018,1.07E+18,1.07E+18,california giving wildfire recovery relief fund,help_donation_recovery
Wed Nov 21 21:04:51 +0000 2018,1.07E+18,1.07E+18,firefighters houston coming home early fighting california wildfires guys montgomery county fighting woolseyfire home time thanksgiving khou,help_donation_recovery
Thu Nov 22 02:38:05 +0000 2018,1.07E+18,1.07E+18,latest kanye west donates k california wildfire relief fdnnews,help_donation_recovery
Sun Nov 25 00:02:45 +0000 2018,1.07E+18,1.07E+18,proud working company able help camp fire survivors thanksgiving donated lbs pears along otherrelevantinformation local farms provided much needed food,help_donation_recovery
Wed Nov 28 13:23:25 +0000 2018,1.07E+18,1.07E+18,along many otherrelevantinformation great breweries around country great things help affected fires california fire relief fund resilienceipa,help_donation_recovery
Sun Nov 11 19:33:39 +0000 2018,1.06E+18,1.06E+18, worked air national guard california wildfires also thank brave incredibly compet,help_donation_recovery
Tue Nov 13 16:18:33 +0000 2018,1.06E+18,1.06E+18, donated california fire foundation reading matts story  please help can,help_donation_recovery
Mon Nov 19 19:10:43 +0000 2018,1.06E+18,1.06E+18, st charity stream tonight california wildfire victims thank,help_donation_recovery
Tue Nov 20 00:17:18 +0000 2018,1.06E+18,1.06E+18,sempra energy foundation socalgas employees pledge disasterrelief assistance california wildfirevictims,help_donation_recovery
Tue Nov 20 07:04:09 +0000 2018,1.06E+18,1.06E+18, thank you dear friend sharing info one way chip make holidays b,help_donation_recovery
Tue Nov 20 23:16:23 +0000 2018,1.07E+18,1.07E+18,live camp cause fire ready ready donations help abrahams tent holiday season,help_donation_recovery
Wed Nov 21 17:29:40 +0000 2018,1.07E+18,1.07E+18,retweetgood watch vid read jist it plz take little time retweet retweetgood state farm donating retweet up million california help wildfires get people back homes,help_donation_recovery
Wed Nov 21 23:35:58 +0000 2018,1.07E+18,1.07E+18,rodgers donating m cali wild fire victims,help_donation_recovery
Wed Nov 21 23:36:43 +0000 2018,1.07E+18,1.07E+18,christian yelich otherrelevantinformation brewers also fundraising campaign california fire relief,help_donation_recovery
Thu Nov 22 06:01:17 +0000 2018,1.07E+18,1.07E+18,houston breweries crafting beer help california fire victims,help_donation_recovery
Thu Nov 22 14:36:43 +0000 2018,1.07E+18,1.07E+18,qbaaronrodgers donates  million campfire victims,help_donation_recovery
Fri Nov 23 09:44:00 +0000 2018,1.07E+18,1.07E+18,katy perry gwen stefani chis martin slated perform one love malibu fundraising concert california wildfire victims,help_donation_recovery
Sat Nov 10 20:40:55 +0000 2018,1.06E+18,1.06E+18,california paying inmates  hour fight wildfires,help_donation_recovery
Sun Nov 11 00:43:32 +0000 2018,1.06E+18,1.06E+18, assist residents impacted fires southern california providing charging stations water snacks,help_donation_recovery
Mon Nov 12 22:29:39 +0000 2018,1.06E+18,1.06E+18, want help neighbors north impacted camp fire sacramento bee compiled list groups acc,help_donation_recovery
Sun Nov 18 21:23:55 +0000 2018,1.06E+18,1.06E+18,dog whisperer cesar milan opens home livestock rescued california wildfires,help_donation_recovery
Sun Nov 18 23:08:13 +0000 2018,1.06E+18,1.06E+18,new story npr serving time fighting california wildfires  day,help_donation_recovery
Mon Nov 19 04:01:11 +0000 2018,1.06E+18,1.06E+18, please help victims southern california wildfires click link make difference californiawi,help_donation_recovery
Mon Nov 19 04:48:20 +0000 2018,1.06E+18,1.06E+18,help  tabang  tulong  bulig california fire survivors,help_donation_recovery
Tue Nov 20 01:31:33 +0000 2018,1.06E+18,1.06E+18, hello everyone started fundraiser help animals need california fires,help_donation_recovery
Tue Nov 20 14:43:36 +0000 2018,1.06E+18,1.06E+18, pets rescued california fires finally reunited owners,help_donation_recovery
Tue Nov 20 18:28:59 +0000 2018,1.06E+18,1.06E+18,want help marincounty,help_donation_recovery
Tue Nov 20 19:51:24 +0000 2018,1.06E+18,1.06E+18, prison inmates helping fight fires california listener janet polata wondered washington state w,help_donation_recovery
Wed Nov 21 19:09:40 +0000 2018,1.07E+18,1.07E+18,aaron rodgers makes  million donation help impacted california wildfires via,help_donation_recovery
Thu Nov 22 13:28:56 +0000 2018,1.07E+18,1.07E+18, friend man getting done donated million dollars help r,help_donation_recovery
Wed Nov 28 00:47:32 +0000 2018,1.07E+18,1.07E+18,devastating wildfires california teamsters desperate need heres help,help_donation_recovery
Sat Nov 10 20:33:00 +0000 2018,1.06E+18,1.06E+18, fastmoving wildfires burning thousands acres across california helping provide safe shelter em,help_donation_recovery
Sun Nov 18 21:28:33 +0000 2018,1.06E+18,1.06E+18, things help california wildfire victims right,help_donation_recovery
Mon Nov 19 05:11:21 +0000 2018,1.06E+18,1.06E+18,thanksgiving dinner served campfire evacuees,help_donation_recovery
Mon Nov 19 20:42:45 +0000 2018,1.06E+18,1.06E+18,campfire disaster like otherrelevantinformation please please donate can folks connecting families lost everything emergency assistance keep long takes liveunited,help_donation_recovery
Mon Nov 19 22:00:32 +0000 2018,1.06E+18,1.06E+18,destinee paul klyne traveled british columbia california getawaywhen cottage rented burned midst wild firesthe couple realized purposethey traveling sacramento chico aid victims,help_donation_recovery
Tue Nov 20 16:08:16 +0000 2018,1.06E+18,1.06E+18,fires horrific israeli environmental organization keren kayemet lisraeljewish national fund offered assistance helping california recover recent devastating forest fires kkljnf offers help california forest fires recovery,help_donation_recovery
Wed Nov 21 07:17:50 +0000 2018,1.07E+18,1.07E+18,service centers donations free bus service campfire survivors campfire buttecounty chico paradise oroville magalia pulga concow corning redbluff gridley hamiltoncity barberca durhamca,help_donation_recovery
Wed Nov 21 19:04:41 +0000 2018,1.07E+18,1.07E+18, plea donations aaron rodgers brotherrelevantinformations rip packers quarterback contacting motherrelevantinformation califor,help_donation_recovery
Wed Nov 21 19:24:37 +0000 2018,1.07E+18,1.07E+18,aaron rodgers posting video help donations toward fighting wildfires california brotherrelevantinformation jordan calling out,help_donation_recovery
Thu Nov 22 03:50:45 +0000 2018,1.07E+18,1.07E+18, help camp fire victims  california report  kqed news,help_donation_recovery
Thu Nov 22 17:39:11 +0000 2018,1.07E+18,1.07E+18, butte co native green bay packers quarterback set fund help recovery rebuilding,help_donation_recovery
Fri Nov 23 19:50:00 +0000 2018,1.07E+18,1.07E+18,forensic odontologist california assemblymember frontline recent california wildfires help identify victims work state policies prevent catastrophes future read here dentistry,help_donation_recovery
Fri Nov 23 20:09:44 +0000 2018,1.07E+18,1.07E+18,helping impacted california fires,help_donation_recovery
Sun Nov 25 16:44:12 +0000 2018,1.07E+18,1.07E+18, hey yall maybe youve seen otherrelevantinformations tweet im also part awesome calendar collab,help_donation_recovery
Wed Nov 14 23:07:29 +0000 2018,1.06E+18,1.06E+18, lady gaga brings pizza coffee gift cards disaster shelter amid california fires,help_donation_recovery
Sun Nov 18 20:43:35 +0000 2018,1.06E+18,1.06E+18,toyota offers replace mans truck burned california wildfires,help_donation_recovery
Tue Nov 20 06:30:02 +0000 2018,1.06E+18,1.06E+18, member  donated additional  million california wildfire relief efforts additio,help_donation_recovery
Thu Nov 22 00:10:58 +0000 2018,1.07E+18,1.07E+18, guillens wonderful family one far many impacted fires committed continuing relief ef,help_donation_recovery
Fri Nov 23 19:27:28 +0000 2018,1.07E+18,1.07E+18, please support california wildfire disaster relief efforts iaff members iaffrelief h,help_donation_recovery
Sat Nov 24 21:58:49 +0000 2018,1.07E+18,1.07E+18, help young people displaced campfire sending books backpacks andor making gift card dona,help_donation_recovery
Wed Nov 28 13:16:35 +0000 2018,1.07E+18,1.07E+18, beavercreek saloon owners patrick barb getting ready drive bunch donations northern california,help_donation_recovery
Wed Nov 14 23:32:03 +0000 2018,1.06E+18,1.06E+18, shoutout celebrity chef guy fieri dedicating time help feed first responders working fight ca,help_donation_recovery
Mon Nov 19 11:12:09 +0000 2018,1.06E+18,1.06E+18, one americas celebrated chefs  dedicated puerto ricos posthurricane recovery hes hel,help_donation_recovery
Mon Nov 19 23:18:04 +0000 2018,1.06E+18,1.06E+18, wildfires california devastating  hard even imagine fire expanding football fields minute,help_donation_recovery
Wed Nov 21 19:52:08 +0000 2018,1.07E+18,1.07E+18,help victims california wildfires send money via,help_donation_recovery
Wed Nov 21 23:18:36 +0000 2018,1.07E+18,1.07E+18,please help us make christmas happen children lost everything camp fire donation helps,help_donation_recovery
Thu Nov 22 02:14:22 +0000 2018,1.07E+18,1.07E+18,retweetgood follow aaron rodgers qb greenbay packers watch share video help california wild fire victims look hashtag follow instructions aaron rodgers gave  million state farm give please help,help_donation_recovery
Thu Nov 22 07:28:38 +0000 2018,1.07E+18,1.07E+18,   kanye west donating california wildfire relief go family firefighter whose,help_donation_recovery
Fri Nov 23 05:14:28 +0000 2018,1.07E+18,1.07E+18, im looking donate camping tenttrailer victims camp fire paradise ca live miles away,help_donation_recovery
Sat Nov 24 07:09:16 +0000 2018,1.07E+18,1.07E+18, thank first responders people affected fires california also wanted,help_donation_recovery
Tue Nov 27 15:23:43 +0000 2018,1.07E+18,1.07E+18, brew day resilienceipa brewed support community butte county impacted camp fire,help_donation_recovery
Sat Nov 10 20:51:57 +0000 2018,1.06E+18,1.06E+18, comcast provides free internet video services evacuation centers cal fires command center help residents,help_donation_recovery
Mon Nov 12 22:56:58 +0000 2018,1.06E+18,1.06E+18,red cross volunteers grants pass gold beach medford wolf creek heading california help relief efforts campfire woolseyfire thousands people lost homes,help_donation_recovery
Mon Nov 12 23:30:04 +0000 2018,1.06E+18,1.06E+18,garbage collector saves yearold woman california fires  news wdbo,help_donation_recovery
Thu Nov 15 18:28:04 +0000 2018,1.06E+18,1.06E+18, today chevron announced contribution  million chevron global community fund american red cross,help_donation_recovery
Tue Nov 20 04:43:50 +0000 2018,1.06E+18,1.06E+18, metallica donates  californias wildfire relief efforts woolseyfire,help_donation_recovery
Tue Nov 20 21:15:40 +0000 2018,1.06E+18,1.06E+18,israaid sends emergency response team assist wake deadly california wildfire,help_donation_recovery
Tue Nov 20 23:26:00 +0000 2018,1.07E+18,1.07E+18,animal rescue officers marin humane society assisting search lost injured pets neighborhoods devastated camp fire,help_donation_recovery
Wed Nov 21 21:40:23 +0000 2018,1.07E+18,1.07E+18, unclaimed pets camp fire please help us unite human pets spreading info,help_donation_recovery
Thu Nov 22 17:53:12 +0000 2018,1.07E+18,1.07E+18, aaron rodgers packers star qb california native giving  million help state rebuild devastating wild fires h,help_donation_recovery
Fri Nov 23 21:01:03 +0000 2018,1.07E+18,1.07E+18,blood drive continues today come chick hearn ct starting pm support victims recent tragedies southern california,help_donation_recovery
Sun Nov 25 16:07:05 +0000 2018,1.07E+18,1.07E+18, anyone space rent anyone california area please contact social services rescue operations ar,help_donation_recovery
Sun Nov 11 02:18:02 +0000 2018,1.06E+18,1.06E+18,called santa barbara red cross left message asking list nonprofits could raise funds for order help save lives  support whose lives changed wildfires also called califire north south chapter california fire assoc,help_donation_recovery
Wed Nov 14 23:02:34 +0000 2018,1.06E+18,1.06E+18, fires california devastating impact generous donation uua disaster relief fund help provide uu,help_donation_recovery
Sun Nov 18 20:46:31 +0000 2018,1.06E+18,1.06E+18, donate directly people involved animal rescuesanctuary wouldnt donate dime california state run,help_donation_recovery
Mon Nov 19 20:40:13 +0000 2018,1.06E+18,1.06E+18,spokane woman hopes help california wildfire victims thanksgiving,help_donation_recovery
Mon Nov 19 22:58:25 +0000 2018,1.06E+18,1.06E+18, great way get donations cause texttodonate keyword many people even like britney spear,help_donation_recovery
Tue Nov 20 00:02:59 +0000 2018,1.06E+18,1.06E+18, anotherrelevantinformation volunteer heads california help wildfire victims i feel need go htt,help_donation_recovery
Tue Nov 20 04:39:25 +0000 2018,1.06E+18,1.06E+18, were  well brewing tuesday donating  proceeds camp fire relief fund craft,help_donation_recovery
Thu Nov 22 01:56:19 +0000 2018,1.07E+18,1.07E+18,green bay packers qb aaron rodgers donates  million camp fire victims,help_donation_recovery
Thu Nov 22 04:17:55 +0000 2018,1.07E+18,1.07E+18, jordan rodgers selifshly called aarons  donation california fire relief awareness act sup,help_donation_recovery
Thu Nov 22 04:51:59 +0000 2018,1.07E+18,1.07E+18,come along delicios foodfun w old friendsmeet new friends visit brave firefighters donations help victims camp fire,help_donation_recovery
Thu Nov 22 19:21:45 +0000 2018,1.07E+18,1.07E+18,please see aaron rodgers video tweet raising  victims   state farm retweetgood,help_donation_recovery
Mon Nov 26 18:42:13 +0000 2018,1.07E+18,1.07E+18,ever wonder true costs human financial historic fires excellent article puts much perspective understaffed overworked firefighters exhausted severe california fires,help_donation_recovery
Sat Nov 10 08:49:00 +0000 2018,1.06E+18,1.06E+18, animal resources california wildfires cant vouch personally infosocalfiresjameswo,help_donation_recovery
Sun Nov 18 12:00:25 +0000 2018,1.06E+18,1.06E+18,  tonight mball raise money help free slaves protect religious minorities danger around worl,help_donation_recovery
Sun Nov 18 16:32:20 +0000 2018,1.06E+18,1.06E+18, brewing version resilienceipa week donating  proceeds fund set,help_donation_recovery
Mon Nov 19 14:45:25 +0000 2018,1.06E+18,1.06E+18, picture update last week soup kitchen scarcity gas cook volunteers cooks use,help_donation_recovery
Wed Nov 21 14:22:33 +0000 2018,1.07E+18,1.07E+18, chiefs qb patrick mahomes gameworn jersey appears nfls charity auctions benefit california wildfire victims https,help_donation_recovery
Wed Nov 21 17:33:59 +0000 2018,1.07E+18,1.07E+18, aaron rodgers announced hes donating  million help affected california wildfires video ,help_donation_recovery
Wed Nov 21 18:01:42 +0000 2018,1.07E+18,1.07E+18, california wildfire victims get new tax relief irs additional locations virginia added hurricane florence eligib,help_donation_recovery
Fri Nov 23 00:22:25 +0000 2018,1.07E+18,1.07E+18, buy together stand shirt help campfire victims californiastrong californiafires,help_donation_recovery
Fri Nov 23 17:03:55 +0000 2018,1.07E+18,1.07E+18, weeks battling deadly camp fire firefighters spent thanksgiving serving community,help_donation_recovery
Fri Nov 23 19:20:24 +0000 2018,1.07E+18,1.07E+18,got back rumors dissing rc untrue transport provided many open shelters fema boots ground cutting red tape  housing saw many happily leaving shelters cars money housing,help_donation_recovery
Sat Nov 24 05:29:53 +0000 2018,1.07E+18,1.07E+18, troops border doing work already done border patrol tents etc could,help_donation_recovery
Sat Nov 10 09:49:14 +0000 2018,1.06E+18,1.06E+18, link u help families affected fires burning california,help_donation_recovery
Mon Nov 12 20:34:33 +0000 2018,1.06E+18,1.06E+18, customers use alexa donations support impacted california wildfires say alexa make donation c,help_donation_recovery
Wed Nov 14 08:19:32 +0000 2018,1.06E+18,1.06E+18, group therapy dogs lined send firefighters departing fight wildfires near thousand oaks california,help_donation_recovery
Thu Nov 15 17:55:23 +0000 2018,1.06E+18,1.06E+18, week campfire started salvation army continuing support victims food assistance emotional spir,help_donation_recovery
Sun Nov 18 17:11:01 +0000 2018,1.06E+18,1.06E+18, sandra bullock donates  red cross california wildfire relief were family,help_donation_recovery
Mon Nov 19 18:13:29 +0000 2018,1.06E+18,1.06E+18, know lot inundated calls help nest bedding donated  shelter know,help_donation_recovery
Mon Nov 19 20:37:29 +0000 2018,1.06E+18,1.06E+18, make fundraiser california fire victims,help_donation_recovery
Mon Nov 19 22:42:49 +0000 2018,1.06E+18,1.06E+18, first hawks blues proceeds  going wildfire relief,help_donation_recovery
Tue Nov 20 09:31:59 +0000 2018,1.06E+18,1.06E+18,weather could slow crews looking fire victims burned buildings per butte county says largest search operation california history search rescue volunteers work,help_donation_recovery
Tue Nov 20 18:20:09 +0000 2018,1.06E+18,1.06E+18,israeli environmental organization offers aid us department agricultures forest service devastating california fires via,help_donation_recovery
Wed Nov 21 12:57:15 +0000 2018,1.07E+18,1.07E+18,event reminder fundraiser saturday benefit smallest camp fire victims assist fieldhaven ongoing care displaced injured animals fieldhaven californiawildfires fundraiser multiauthorbooksigning,help_donation_recovery
Wed Nov 21 14:37:11 +0000 2018,1.07E+18,1.07E+18, joining hundreds fellow breweries givingtuesday brewing resilience ipa beer support,help_donation_recovery
Wed Nov 21 19:07:42 +0000 2018,1.07E+18,1.07E+18,meriwest credit union made  donation camp fire relief fund established local north valley community foundation please join us supporting nonprofit organization help need community campfire,help_donation_recovery
Thu Nov 22 04:37:50 +0000 2018,1.07E+18,1.07E+18,packers aaron rodgers discussed today decision donate  million dollars wildfire victims relief northern california help,help_donation_recovery
Thu Nov 22 18:34:44 +0000 2018,1.07E+18,1.07E+18, kim kardashian told ellen degeneres kanye west felt blessed home spared california,help_donation_recovery
Thu Nov 22 20:51:13 +0000 2018,1.07E+18,1.07E+18, packers qb speaks  million donation california wildfire relief retweetgood,help_donation_recovery
Thu Nov 22 05:50:19 +0000 2018,1.07E+18,1.07E+18, hear  prisoner firefighters front lines california hour shift theyre paid,help_donation_recovery
Wed Nov 21 15:48:01 +0000 2018,1.07E+18,1.07E+18, town paradise destroyed camp fire road aaron rodgers hometown chico hes donatin,help_donation_recovery
Tue Nov 20 03:24:39 +0000 2018,1.06E+18,1.06E+18, almost minutes destroyed campfire help please donate red cross thank,help_donation_recovery
